Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
PhD,Married,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,60,2,13
PhD,Divorced,14849.0,1,0,39,21,2,28,0,2,9,3,2,0,4,8,0,0,50,1,13
Master,Married,26224.0,1,0,39,0,7,15,13,9,15,3,2,1,3,6,0,0,48,1,13
PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,64,2,13
Master,Married,52247.0,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,56,1,13
Graduation,Single,57967.0,0,1,39,229,7,137,0,0,91,5,4,2,8,5,0,0,64,1,13
PhD,Single,51569.0,0,1,39,380,0,47,0,0,34,4,7,1,7,8,1,0,66,1,13
PhD,Married,72550.0,1,1,39,500,50,317,50,38,38,9,5,2,12,8,0,0,66,2,14
Master,Married,44511.0,1,0,39,500,7,133,46,14,14,6,8,4,8,8,0,0,56,1,14
Master,Married,62972.0,0,1,39,313,15,47,20,0,125,2,7,4,3,6,1,0,66,1,14
Master,Married,62972.0,0,1,39,313,15,47,20,0,125,2,7,4,3,6,0,0,66,1,14
PhD,Married,77845.0,0,0,40,500,40,480,0,40,26,1,3,5,12,1,0,0,37,0,12
PhD,Married,36663.0,1,0,40,18,0,0,0,3,5,1,1,1,3,2,0,0,51,1,12
Master,Married,53204.0,1,1,40,29,0,0,0,0,6,1,1,0,3,4,0,0,50,2,12
Master,Married,21059.0,1,0,40,0,3,19,0,3,8,3,3,0,3,6,0,0,44,1,12
Master,Married,67087.0,0,1,40,329,35,222,100,35,43,2,7,5,8,4,0,0,66,1,13
Graduation,Single,73892.0,0,0,40,500,75,500,0,58,43,1,3,11,8,1,1,0,66,0,13
Graduation,Married,75114.0,0,0,40,500,12,500,63,60,24,1,3,10,5,2,0,0,34,0,13
Graduation,Married,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,66,0,13
Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,66,2,13
Graduation,Married,22775.0,1,0,40,0,1,0,0,0,1,1,1,0,2,8,0,0,48,1,13
Graduation,Married,31590.0,1,0,40,0,2,15,0,6,3,1,1,0,3,8,0,0,54,1,13
Graduation,Married,80134.0,1,0,40,500,16,272,100,0,80,2,5,3,6,6,1,0,54,1,13
Basic,Married,14188.0,0,0,40,0,7,11,16,12,27,1,2,0,4,6,0,0,54,0,13
PhD,Married,18169.0,1,0,40,0,0,0,0,0,7,1,1,0,2,8,0,0,41,1,13
Graduation,Married,62503.0,0,1,40,478,0,193,100,65,117,4,8,3,11,5,0,0,66,1,13
Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,66,1,14
PhD,Single,68126.0,0,0,40,500,17,311,23,51,86,1,7,4,5,9,1,0,35,0,14
PhD,Married,52869.0,1,1,40,84,3,61,0,1,21,3,3,1,4,7,1,0,66,2,14
Graduation,Single,26576.0,1,0,40,0,0,0,0,0,9,1,1,0,2,9,1,0,40,1,14
Graduation,Single,75825.0,0,0,40,500,75,500,100,65,51,0,5,8,9,4,1,0,50,0,14
Graduation,Married,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,66,1,14
Master,Married,34984.0,1,1,40,0,4,15,0,5,3,2,1,0,3,7,0,0,51,2,14
Graduation,Married,27803.0,1,0,40,0,26,46,38,9,49,2,3,0,4,8,0,0,53,1,14
PhD,Married,69283.0,0,1,41,500,62,134,0,26,8,4,7,3,13,5,0,0,51,1,12
Basic,Single,18746.0,1,0,41,0,10,11,12,9,20,2,3,0,3,6,0,0,34,1,12
Master,Married,70924.0,0,0,41,500,75,254,100,65,76,1,6,6,7,3,0,0,61,0,12
Master,Married,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,53,1,12
Master,Divorced,75012.0,0,0,41,294,75,218,100,58,125,1,3,8,11,1,0,0,50,0,12
Master,Married,85738.0,0,0,41,500,26,376,17,26,13,1,3,6,11,1,0,0,48,0,12
Graduation,Married,60934.0,0,1,41,224,75,155,100,65,54,2,6,4,11,4,0,0,51,1,12
Master,Married,27161.0,1,0,41,0,4,23,0,0,11,1,1,0,3,7,0,0,40,1,13
PhD,Divorced,64325.0,0,1,41,500,60,353,78,12,73,5,10,3,5,7,0,0,65,1,13
Basic,Married,18978.0,1,0,41,0,8,0,0,7,15,1,1,0,3,8,0,0,53,1,14
Graduation,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,49,1,14
PhD,Single,39684.0,1,0,41,19,0,35,0,4,17,2,2,1,2,7,1,1,42,1,14
PhD,Married,53378.0,1,1,41,489,6,152,0,6,125,10,9,4,6,8,1,0,63,2,14
Graduation,Married,37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,44,0,14
Master,Married,78710.0,0,1,42,500,0,152,100,50,50,3,7,6,12,4,0,0,49,1,12
Graduation,Married,92910.0,0,0,42,500,75,500,100,65,33,1,6,7,13,1,0,0,40,0,12
Graduation,Married,36283.0,1,1,42,0,5,0,0,0,5,2,1,0,3,4,0,0,50,2,12
PhD,Married,79632.0,0,0,42,471,0,500,99,21,12,1,6,4,9,2,0,0,52,0,12
Graduation,Married,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,48,1,12
Graduation,Married,88325.0,0,0,42,500,71,500,93,27,53,1,6,2,9,2,0,0,45,0,12
Master,Married,51412.0,0,1,42,140,3,29,0,5,14,2,3,2,4,4,0,0,66,1,13
Master,Divorced,63998.0,0,0,42,176,29,500,0,33,112,1,7,6,11,4,1,0,66,0,13
Master,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,48,1,13
Master,Married,27889.0,1,0,42,0,0,0,0,0,8,1,1,1,2,6,0,0,49,1,13
Master,Single,45889.0,0,1,42,31,0,0,0,1,8,1,1,0,3,6,0,0,46,1,13
PhD,Married,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,59,2,13
Basic,Single,16014.0,1,1,42,0,9,0,0,8,7,4,1,1,4,3,0,0,47,2,13
Master,Single,61331.0,1,1,42,500,5,47,0,5,41,5,11,1,6,8,0,0,66,2,13
Master,Single,70893.0,0,0,42,500,44,500,77,44,14,1,6,6,10,3,0,0,50,0,13
Graduation,Married,2447.0,1,0,42,0,1,500,0,1,1,15,0,28,0,1,0,0,47,1,13
Graduation,Single,64849.0,0,0,42,500,48,350,94,65,108,1,9,3,6,5,1,0,66,0,14
Graduation,Married,42387.0,1,0,42,235,0,235,19,4,125,5,8,1,7,8,0,0,37,1,14
Master,Single,80617.0,0,0,42,500,51,500,72,55,32,1,4,6,8,2,0,0,31,0,14
Graduation,Married,54006.0,1,0,42,174,75,203,0,24,97,2,8,1,7,7,0,0,41,1,14
Graduation,Married,16531.0,1,0,43,0,13,0,0,5,11,3,3,0,3,7,0,0,48,1,12
PhD,Married,30843.0,1,1,43,24,0,0,0,0,9,2,1,1,2,5,0,0,60,2,12
PhD,Married,18988.0,1,0,43,0,0,0,0,1,1,2,1,0,3,7,0,0,42,1,12
PhD,Married,81051.0,0,0,43,500,29,249,38,29,14,1,5,5,12,2,0,0,61,0,12
Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,38,1,12
PhD,Single,34554.0,0,1,43,41,1,0,0,0,5,2,2,0,3,6,0,0,66,1,12
PhD,Married,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,66,2,12
Graduation,Married,81205.0,0,0,43,500,74,500,97,55,125,1,5,6,7,2,1,0,56,0,12
PhD,Married,69084.0,1,0,43,500,75,199,39,30,30,2,7,3,13,8,0,0,56,1,13
PhD,Married,65352.0,0,1,43,284,3,84,0,7,23,2,4,2,8,4,0,0,52,1,13
Graduation,Married,22063.0,1,0,43,0,10,13,0,11,11,2,2,0,3,7,0,0,54,1,13
Graduation,Single,47691.0,0,1,43,0,0,0,0,0,4,1,1,0,2,6,0,0,47,1,13
PhD,Married,29187.0,1,0,43,26,0,0,0,0,2,1,1,0,3,8,0,0,58,1,13
Graduation,Single,72504.0,0,1,43,500,26,470,100,65,94,2,5,9,6,2,0,0,54,1,13
Graduation,Divorced,33986.0,1,0,43,16,2,18,0,1,5,1,1,0,3,7,0,0,56,1,13
Master,Married,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,40,1,13
PhD,Divorced,36957.0,1,1,43,100,2,16,0,1,31,4,3,2,2,9,1,0,66,2,14
Basic,Married,13724.0,1,0,43,0,7,0,0,15,27,1,2,0,2,9,0,0,38,1,14
Graduation,Married,42664.0,0,1,44,21,0,0,0,0,0,1,1,0,3,6,0,0,59,1,12
PhD,Married,37334.0,1,1,44,26,1,16,0,2,15,4,3,0,4,4,0,0,66,2,12
Master,Married,78497.0,0,0,44,207,26,447,75,0,125,1,5,7,12,2,0,0,66,0,13
Master,Married,58821.0,0,1,44,500,14,154,19,0,28,1,9,2,9,6,0,0,66,1,13
Graduation,Married,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,66,0,13
Master,Married,80950.0,0,0,44,500,75,112,100,65,63,1,6,7,9,2,0,0,65,0,13
PhD,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,46,1,13
Master,Single,89572.0,0,0,44,500,24,500,100,65,64,1,7,7,9,4,1,0,60,0,14
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,125,7,4,4,8,8,1,0,58,1,14
Graduation,Single,76467.0,1,0,44,500,75,426,100,44,58,2,2,5,5,6,1,0,56,1,14
Graduation,Single,52247.0,1,1,45,0,0,0,0,0,1,1,1,0,2,7,0,0,66,2,12
Graduation,Married,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,66,0,12
Graduation,Single,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,60,2,12
Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,1,48,2,13
Graduation,Single,49090.0,0,1,45,494,5,82,0,0,100,3,7,2,9,7,0,0,66,1,13
Graduation,Married,70617.0,0,0,45,353,61,500,40,46,27,1,3,3,7,2,0,0,56,0,13
PhD,Married,67536.0,0,1,45,500,0,447,23,65,35,3,11,5,11,8,0,0,56,1,13
Graduation,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,51,1,13
Master,Divorced,13533.0,1,0,45,0,3,0,0,0,17,2,2,0,3,7,0,0,47,1,13
Graduation,Married,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,66,1,13
Graduation,Married,25851.0,1,0,45,0,4,18,0,5,5,2,2,0,3,7,0,0,48,1,13
Graduation,Married,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,48,2,13
Master,Married,62847.0,0,0,45,500,75,500,80,65,61,1,3,6,4,2,0,0,66,0,13
Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,44,0,13
Graduation,Married,25271.0,1,0,45,0,1,18,10,4,7,1,1,1,2,9,0,0,43,1,14
Graduation,Single,63810.0,0,1,45,500,12,253,16,12,101,4,4,3,12,8,0,0,60,1,14
PhD,Married,65488.0,0,0,46,500,45,207,36,18,54,1,3,4,6,1,0,0,66,0,12
Master,Single,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,66,2,12
Graduation,Married,22108.0,1,1,46,0,3,0,0,2,6,2,2,0,3,7,0,0,49,2,12
Graduation,Married,72025.0,0,0,46,500,0,500,43,50,0,1,4,8,13,2,1,0,66,0,12
Graduation,Married,33183.0,1,0,46,0,5,39,17,15,37,2,4,0,3,7,0,0,51,1,12
Master,Married,23661.0,1,0,46,18,0,0,0,0,1,1,1,0,3,7,0,0,44,1,13
Master,Married,25315.0,1,0,46,0,9,0,11,3,22,3,3,0,3,8,0,0,49,1,13
Graduation,Single,45938.0,0,0,46,273,11,178,62,65,29,2,8,4,6,6,0,0,65,0,13
Graduation,Single,66951.0,0,0,46,277,75,305,100,65,124,1,3,4,7,1,0,0,38,0,13
Graduation,Married,77298.0,0,1,46,425,75,292,23,35,79,1,6,6,11,3,0,0,47,1,13
Master,Married,43018.0,0,1,46,35,4,17,0,6,64,1,2,2,2,5,0,0,52,1,13
Graduation,Married,75759.0,0,0,46,500,22,500,89,65,125,1,9,7,9,5,1,0,57,0,13
PhD,Single,33996.0,0,0,46,40,2,15,0,0,6,1,1,1,3,4,0,0,37,0,13
Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,56,1,13
Graduation,Married,61223.0,0,1,46,500,43,182,42,65,125,2,9,3,4,5,0,0,59,1,13
PhD,Divorced,69674.0,0,2,46,500,41,215,11,0,24,3,10,2,10,5,0,0,58,2,13
Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,54,1,13
Graduation,Married,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,64,2,13
Master,Married,37284.0,1,1,46,0,1,0,0,1,6,1,0,0,3,6,0,0,51,2,13
Graduation,Married,42011.0,1,0,46,131,0,16,0,1,39,4,3,1,4,8,0,0,48,1,13
Graduation,Divorced,70044.0,0,1,46,500,0,250,100,14,14,4,7,10,5,5,0,0,66,1,13
Graduation,Married,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,54,1,13
Basic,Married,24480.0,1,0,46,0,19,0,28,25,17,3,3,0,4,7,0,0,45,1,13
Graduation,Married,54233.0,0,1,46,500,8,158,21,0,125,4,11,6,5,8,0,0,49,1,13
Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,66,1,13
PhD,Married,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,51,1,14
Master,Single,92859.0,0,0,46,500,61,500,52,61,20,1,5,4,12,2,0,0,34,0,14
Graduation,Married,44010.0,1,0,46,186,36,234,86,65,48,6,10,2,6,9,0,0,46,1,14
Graduation,Married,80124.0,0,0,47,483,75,398,100,65,125,1,3,7,8,1,0,0,63,0,12
Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,46,2,12
Graduation,Married,64722.0,1,0,47,303,0,280,60,65,15,4,8,2,11,6,0,0,55,1,12
PhD,Married,37395.0,1,0,47,18,0,0,0,1,11,1,1,0,3,6,0,0,50,1,12
Master,Married,29543.0,2,0,47,17,3,18,0,4,18,2,3,1,2,7,0,0,58,2,12
Graduation,Married,19514.0,1,1,47,0,3,21,0,1,28,4,3,1,2,8,1,0,58,2,12
Graduation,Married,19514.0,1,1,47,0,3,21,0,1,28,4,3,1,2,8,0,0,58,2,12
Graduation,Married,59481.0,0,1,47,178,3,85,71,65,58,2,3,3,8,2,0,0,51,1,13
Master,Single,91712.0,0,0,47,500,24,500,94,29,48,0,9,7,11,3,1,0,66,0,13
Graduation,Married,80144.0,0,0,47,240,75,445,100,65,108,1,3,7,8,1,0,0,51,0,13
PhD,Married,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,54,0,13
PhD,Single,68352.0,0,1,47,500,16,132,43,33,33,3,8,5,9,6,0,0,52,1,13
Master,Single,81169.0,0,0,47,500,20,500,80,61,27,1,5,7,9,2,0,0,51,0,13
Graduation,Married,61456.0,0,1,47,500,75,384,84,65,89,4,6,10,13,4,0,0,51,1,13
Basic,Married,22634.0,0,0,47,0,23,11,0,6,46,1,2,1,2,8,0,0,60,0,13
Graduation,Married,23957.0,1,0,47,0,1,18,20,11,16,1,2,0,3,6,1,0,51,1,14
Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,53,1,14
PhD,Married,52157.0,0,1,48,189,2,29,0,2,40,2,3,2,5,4,0,0,66,1,12
PhD,Single,30298.0,0,0,48,0,3,12,0,1,0,1,1,1,3,3,0,0,41,0,12
PhD,Single,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,66,2,12
Master,Single,65487.0,0,0,48,240,67,500,100,0,125,3,3,5,6,2,0,0,66,0,12
Master,Married,65487.0,0,0,48,240,67,500,100,0,125,3,3,5,6,2,0,0,66,0,12
Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,66,2,13
PhD,Married,40344.0,0,1,48,210,0,0,0,0,2,2,4,1,5,7,0,0,52,1,13
Graduation,Married,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,48,1,13
Graduation,Married,25410.0,1,0,48,0,2,0,13,13,4,1,1,0,4,4,0,0,53,1,13
Graduation,Married,13260.0,1,1,48,0,4,17,10,2,7,4,3,0,3,8,0,0,56,2,13
Graduation,Married,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,35,0,13
Master,Married,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,0,56,2,13
Master,Married,57136.0,1,1,48,306,5,109,21,65,92,9,5,2,10,6,0,0,54,2,13
Graduation,Single,58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,66,2,13
PhD,Divorced,54237.0,0,1,48,267,3,30,0,0,57,4,5,2,5,6,0,0,66,1,13
PhD,Married,34596.0,1,0,48,0,0,0,0,0,7,1,1,0,2,8,1,0,52,1,13
PhD,Married,34596.0,1,0,48,0,0,0,0,0,7,1,1,0,2,8,0,0,52,1,13
Master,Married,74881.0,1,1,48,500,72,270,36,27,54,4,9,2,12,5,0,0,65,2,13
Graduation,Divorced,44267.0,1,1,48,183,5,65,0,5,49,5,5,2,4,9,0,0,56,2,13
Graduation,Married,68487.0,0,0,48,500,12,385,33,65,89,1,9,7,13,4,0,0,38,0,13
Graduation,Single,80982.0,1,1,48,500,75,401,100,22,22,3,11,5,11,5,0,1,66,2,13
Graduation,Married,69508.0,1,0,48,500,32,162,42,32,43,2,11,4,11,6,0,0,46,1,14
PhD,Married,63342.0,0,1,48,500,21,118,13,10,21,3,8,3,5,6,0,0,65,1,14
PhD,Married,63342.0,0,1,48,500,21,118,13,10,21,3,8,3,5,6,1,0,65,1,14
Graduation,Single,82014.0,0,0,48,500,37,265,35,65,31,1,3,6,12,6,1,0,65,0,14
Graduation,Single,76320.0,0,1,49,500,35,214,69,53,35,2,6,3,4,2,0,0,66,1,12
Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,66,2,12
Graduation,Married,74190.0,0,1,49,151,75,86,100,65,64,2,4,2,11,2,0,0,51,1,12
Master,Married,32765.0,1,0,49,0,3,17,0,3,3,2,2,0,4,5,0,0,47,1,12
Master,Single,52247.0,1,1,49,0,1,0,0,0,4,1,1,0,2,7,0,0,62,2,12
Master,Married,22212.0,1,0,49,0,9,20,0,8,21,2,2,0,4,6,0,0,51,1,13
Graduation,Single,18358.0,1,0,49,0,8,19,16,4,4,3,3,0,4,7,0,0,37,1,13
Graduation,Married,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,52,1,13
Basic,Married,22390.0,0,0,49,0,1,0,15,1,5,1,1,0,2,7,0,0,57,0,13
Graduation,Married,70440.0,0,0,49,500,75,499,76,65,88,1,5,10,7,3,0,0,48,0,13
Graduation,Single,60199.0,1,2,49,0,1,0,0,0,0,1,0,0,3,4,0,0,48,3,13
Graduation,Married,38547.0,1,0,49,0,1,10,0,1,4,1,1,0,2,8,0,1,45,1,13
Graduation,Married,19107.0,1,0,49,0,4,0,10,5,16,2,1,0,3,7,0,0,46,1,13
PhD,Single,37929.0,0,0,49,202,2,46,0,2,10,2,4,2,5,7,1,0,41,0,13
Graduation,Single,16813.0,0,0,49,0,8,11,12,2,13,1,2,0,3,7,0,0,66,0,13
Graduation,Married,62187.0,0,0,49,500,0,275,45,45,125,1,4,8,5,3,0,0,66,0,13
Graduation,Married,57811.0,0,1,49,500,7,114,37,21,78,5,7,2,11,5,0,0,60,1,13
Master,Married,50943.0,0,1,49,31,0,0,0,0,6,1,1,0,3,5,0,0,66,1,13
Graduation,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,51,2,13
Graduation,Married,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,63,2,13
Graduation,Married,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,54,2,13
Graduation,Divorced,61250.0,0,1,49,382,75,65,60,26,59,6,5,2,12,5,0,0,66,1,14
Basic,Married,28389.0,0,0,49,0,5,0,0,4,8,1,1,0,2,7,0,0,66,0,14
Master,Single,55250.0,0,1,49,500,58,83,32,0,66,4,7,5,10,5,0,0,61,1,14
Graduation,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,60,2,14
PhD,Married,37633.0,1,1,49,0,4,20,0,0,1,2,1,0,3,9,0,0,66,2,14
PhD,Married,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,63,2,14
PhD,Married,36947.0,1,1,49,88,3,21,0,1,29,4,3,0,4,9,0,0,59,2,14
Graduation,Divorced,69142.0,0,1,50,448,4,34,0,4,39,3,8,1,7,5,0,0,66,1,12
Graduation,Married,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,66,1,12
PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,66,1,12
PhD,Married,69805.0,0,1,50,500,71,174,13,10,20,2,6,8,11,2,0,0,66,1,12
Master,Single,36975.0,1,0,50,0,6,11,0,4,2,1,1,0,3,7,0,0,48,1,13
Graduation,Married,26228.0,1,0,50,0,6,0,0,1,9,1,1,0,2,8,0,0,53,1,13
Master,Married,37787.0,1,0,50,40,1,40,0,3,18,1,3,0,3,8,0,0,54,1,13
PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,52,1,13
Master,Married,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,66,1,13
PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,66,1,13
Master,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,63,2,13
Master,Married,43641.0,1,1,50,57,2,51,0,2,23,3,2,1,4,6,0,0,57,2,13
Graduation,Married,75903.0,0,1,50,340,75,185,100,38,100,2,6,6,9,3,0,0,66,1,13
Graduation,Married,71391.0,0,1,50,336,75,274,46,65,125,5,6,5,12,3,0,0,66,1,13
PhD,Married,16927.0,1,1,50,20,2,23,0,1,4,5,3,0,4,8,0,0,50,2,13
Graduation,Divorced,27215.0,2,1,50,30,5,22,0,9,28,4,2,1,4,6,0,0,65,3,13
Graduation,Married,53858.0,0,1,50,407,53,221,58,65,26,4,4,3,6,4,0,0,50,1,14
Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,1,0,63,0,14
Graduation,Married,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,66,2,14
Graduation,Married,63943.0,0,1,50,423,75,368,13,65,21,1,6,4,6,5,0,0,66,1,14
Graduation,Single,26816.0,0,0,50,0,1,0,0,4,3,1,0,0,3,4,0,0,40,0,14
Master,Married,75484.0,0,1,50,378,75,259,100,65,34,2,7,3,6,4,0,0,50,1,14
Master,Married,33564.0,0,1,51,61,0,0,0,0,7,1,1,1,3,5,0,0,60,1,12
Master,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,66,2,12
Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,66,1,12
Graduation,Single,34738.0,1,0,51,0,2,10,0,0,2,1,1,0,3,6,0,0,42,1,12
Graduation,Divorced,68118.0,0,1,51,500,23,123,10,23,125,2,8,9,4,6,0,0,63,1,13
Graduation,Married,22682.0,1,0,51,0,14,29,0,2,36,3,2,1,4,4,0,0,53,1,13
Graduation,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,51,1,13
Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,57,1,13
PhD,Married,41551.0,1,1,51,220,0,33,0,0,23,5,5,1,5,8,0,0,62,2,13
PhD,Married,56067.0,0,1,51,500,12,54,16,6,120,2,7,4,7,5,0,0,64,1,13
Graduation,Married,67433.0,0,2,51,500,28,259,12,48,30,4,6,5,13,4,0,0,66,2,13
Graduation,Married,22010.0,1,0,51,0,2,0,0,0,8,2,2,0,3,8,0,0,43,1,13
Master,Single,64831.0,1,1,51,480,75,249,75,65,125,8,6,3,5,6,0,0,66,2,13
Graduation,Married,62820.0,0,0,51,398,61,265,100,61,53,1,3,4,6,1,0,0,66,0,13
Master,Divorced,78353.0,0,1,51,500,75,476,39,65,34,1,10,2,11,8,0,0,66,1,13
Master,Married,57183.0,1,1,51,464,5,64,0,0,70,8,9,1,7,8,0,0,60,2,13
Graduation,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,61,0,13
Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,48,1,13
Graduation,Married,37155.0,1,0,51,23,0,26,0,15,3,1,2,0,4,5,0,0,37,1,13
Basic,Single,16581.0,0,0,51,0,3,0,0,3,11,1,0,0,3,4,0,0,41,0,13
Graduation,Married,41850.0,1,1,51,53,5,19,0,13,4,3,3,0,3,8,0,0,46,2,14
Master,Divorced,81380.0,0,0,51,500,68,500,100,65,103,1,4,2,10,2,0,0,59,0,14
Graduation,Married,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,45,2,14
Graduation,Divorced,25818.0,1,0,51,0,2,0,0,2,9,1,0,1,2,7,0,0,55,1,14
Graduation,Married,15345.0,1,0,51,0,2,16,0,2,19,2,1,1,2,8,1,0,42,1,14
Master,Married,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,49,2,12
Graduation,Married,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,66,1,12
PhD,Married,38725.0,1,1,52,31,0,0,0,1,5,2,1,0,4,4,0,0,66,2,12
Master,Married,10404.0,1,0,52,0,2,11,10,6,12,2,1,0,4,5,0,0,37,1,12
Basic,Single,26868.0,1,0,52,0,0,0,0,3,2,1,1,0,2,7,0,0,35,1,12
Graduation,Single,72298.0,0,0,52,500,35,169,58,17,35,1,4,3,6,1,0,0,66,0,12
Graduation,Married,72905.0,0,0,52,407,75,445,100,65,125,1,3,7,9,1,0,0,66,0,12
Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,50,1,13
Graduation,Single,29938.0,1,0,52,0,3,0,0,2,11,2,1,0,3,6,0,0,41,1,13
PhD,Married,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,66,2,13
Master,Single,29548.0,1,0,52,0,1,0,0,1,11,1,1,1,2,4,0,0,56,1,13
Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,66,1,13
Master,Married,52247.0,1,1,52,375,42,48,94,65,96,7,4,10,4,3,0,0,57,2,13
PhD,Single,36736.0,1,1,52,0,0,0,0,0,4,1,1,0,2,6,0,0,63,2,13
Master,Single,8820.0,1,1,52,0,0,13,0,2,4,4,3,0,3,8,0,0,66,2,13
Basic,Married,14918.0,0,1,52,0,3,0,15,4,15,1,1,0,3,6,0,0,63,1,14
Graduation,Married,56715.0,0,0,52,258,75,239,100,65,9,1,7,3,4,4,0,0,52,0,14
